"Points:0","Points:1","Points:2","RDF","U:0","U:1","U:2","alpha.water","delta","p","p_rgh","psi"
2.325,0.025,0,0,1,0.5,0,1,26.667,-5.533e-10,-5.533e-10,0.05625
2.35,0.025,0,0,1,0.5,0,1,26.667,-5.5485e-10,-5.5485e-10,0.05625
2.375,0.025,0,0,1,0.5,0,1,26.667,-5.5653e-10,-5.5653e-10,0.05625
2.4,0.025,0,0,1,0.5,0,1,26.667,-5.5764e-10,-5.5764e-10,0.05625
2.425,0.025,0,0,1,0.5,0,1,26.667,-5.5808e-10,-5.5808e-10,0.05625
2.45,0.025,0,0,1,0.5,0,1,26.667,-5.5915e-10,-5.5915e-10,0.05625
2.475,0.025,0,0,1,0.5,0,1,26.667,-5.6031e-10,-5.6031e-10,0.05625
2.5,0.025,0,0,1,0.5,0,1,26.667,-5.6082e-10,-5.6082e-10,0.05625
2.525,0.025,0,0,1,0.5,0,1,26.667,-5.612e-10,-5.612e-10,0.05625
2.55,0.025,0,0,1,0.5,0,1,26.667,-5.6117e-10,-5.6117e-10,0.05625
2.575,0.025,0,0,1,0.5,0,1,26.667,-5.614e-10,-5.614e-10,0.05625
2.6,0.025,0,0,1,0.5,0,1,26.667,-5.6258e-10,-5.6258e-10,0.05625
2.625,0.025,0,0,1,0.5,0,1,26.667,-5.6352e-10,-5.6352e-10,0.05625
2.65,0.025,0,0,1,0.5,0,1,26.667,-5.6435e-10,-5.6435e-10,0.05625
2.675,0.025,0,0,1,0.5,0,1,26.667,-5.6547e-10,-5.6547e-10,0.05625
2.7,0.025,0,0,1,0.5,0,1,26.667,-5.6587e-10,-5.6587e-10,0.05625
2.725,0.025,0,0,1,0.5,0,1,26.667,-5.6628e-10,-5.6628e-10,0.05625
2.75,0.025,0,0,1,0.5,0,1,26.667,-5.6751e-10,-5.6751e-10,0.05625
2.775,0.025,0,0,1,0.5,0,1,26.667,-5.6914e-10,-5.6914e-10,0.05625
2.8,0.025,0,0,1,0.5,0,1,26.667,-5.7017e-10,-5.7017e-10,0.05625
2.825,0.025,0,0,1,0.5,0,1,26.667,-5.7074e-10,-5.7074e-10,0.05625
2.85,0.025,0,0,1,0.5,0,1,26.667,-5.7163e-10,-5.7163e-10,0.05625
2.875,0.025,0,0,1,0.5,0,1,26.667,-5.7272e-10,-5.7272e-10,0.05625
2.9,0.025,0,0,1,0.5,0,1,26.667,-5.7349e-10,-5.7349e-10,0.05625
2.925,0.025,0,0,1,0.5,0,1,26.667,-5.7427e-10,-5.7427e-10,0.05625
2.95,0.025,0,0,1,0.5,0,1,26.667,-5.7519e-10,-5.7519e-10,0.05625
2.975,0.025,0,0,1,0.5,0,1,26.667,-5.756e-10,-5.756e-10,0.05625
3,0.025,0,0,1,0.5,0,1,26.667,-5.756e-10,-5.756e-10,0.05625
3.025,0.025,0,0,1,0.5,0,1,26.667,-5.7511e-10,-5.7511e-10,0.05625
3.05,0.025,0,0,1,0.5,0,1,26.667,-5.7444e-10,-5.7444e-10,0.05625
3.075,0.025,0,0,1,0.5,0,1,26.667,-5.7443e-10,-5.7443e-10,0.05625
3.1,0.025,0,0,1,0.5,0,1,26.667,-5.7421e-10,-5.7421e-10,0.05625
3.125,0.025,0,0,1,0.5,0,1,26.667,-5.7373e-10,-5.7373e-10,0.05625
3.15,0.025,0,0,1,0.5,0,1,26.667,-5.7346e-10,-5.7346e-10,0.05625
3.175,0.025,0,0,1,0.5,0,1,26.667,-5.7294e-10,-5.7294e-10,0.05625
3.2,0.025,0,0,1,0.5,0,1,26.667,-5.7193e-10,-5.7193e-10,0.05625
3.225,0.025,0,0,1,0.5,0,1,26.667,-5.7116e-10,-5.7116e-10,0.05625
3.25,0.025,0,0,1,0.5,0,1,26.667,-5.7128e-10,-5.7128e-10,0.05625
3.275,0.025,0,0,1,0.5,0,1,26.667,-5.7155e-10,-5.7155e-10,0.05625
3.3,0.025,0,0,1,0.5,0,1,26.667,-5.71e-10,-5.71e-10,0.05625
3.325,0.025,0,0,1,0.5,0,1,26.667,-5.7038e-10,-5.7038e-10,0.05625
3.35,0.025,0,0,1,0.5,0,1,26.667,-5.7111e-10,-5.7111e-10,0.05625
3.375,0.025,0,0,1,0.5,0,1,26.667,-5.7141e-10,-5.7141e-10,0.05625
3.4,0.025,0,0,1,0.5,0,1,26.667,-5.7043e-10,-5.7043e-10,0.05625
3.425,0.025,0,0,1,0.5,0,1,26.667,-5.6973e-10,-5.6973e-10,0.05625
3.45,0.025,0,0,1,0.5,0,1,26.667,-5.7005e-10,-5.7005e-10,0.05625
3.475,0.025,0,0,1,0.5,0,1,26.667,-5.7097e-10,-5.7097e-10,0.05625
3.5,0.025,0,0,1,0.5,0,1,26.667,-5.719e-10,-5.719e-10,0.05625
3.525,0.025,0,0,1,0.5,0,1,26.667,-5.7217e-10,-5.7217e-10,0.05625
3.55,0.025,0,0,1,0.5,0,1,26.667,-5.7185e-10,-5.7185e-10,0.05625
3.575,0.025,0,0,1,0.5,0,1,26.667,-5.71e-10,-5.71e-10,0.05625
3.6,0.025,0,0,1,0.5,0,1,26.667,-5.7016e-10,-5.7016e-10,0.05625
3.625,0.025,0,0,1,0.5,0,1,26.667,-5.7001e-10,-5.7001e-10,0.05625
3.65,0.025,0,0,1,0.5,0,1,26.667,-5.6965e-10,-5.6965e-10,0.05625
3.675,0.025,0,0,1,0.5,0,1,26.667,-5.6977e-10,-5.6977e-10,0.05625
3.7,0.025,0,0,1,0.5,0,1,26.667,-5.7079e-10,-5.7079e-10,0.05625
3.725,0.025,0,0,1,0.5,0,1,26.667,-5.7183e-10,-5.7183e-10,0.05625
3.75,0.025,0,0,1,0.5,0,1,26.667,-5.7265e-10,-5.7265e-10,0.05625
3.775,0.025,0,0,1,0.5,0,1,26.667,-5.7253e-10,-5.7253e-10,0.05625
3.8,0.025,0,0,1,0.5,0,1,26.667,-5.7219e-10,-5.7219e-10,0.05625
3.825,0.025,0,0,1,0.5,0,1,26.667,-5.7272e-10,-5.7272e-10,0.05625
3.85,0.025,0,0,1,0.5,0,1,26.667,-5.726e-10,-5.726e-10,0.05625
3.875,0.025,0,0,1,0.5,0,1,26.667,-5.7097e-10,-5.7097e-10,0.05625
3.9,0.025,0,0,1,0.5,0,1,26.667,-5.6978e-10,-5.6978e-10,0.05625
3.925,0.025,0,0,1,0.5,0,1,26.667,-5.7001e-10,-5.7001e-10,0.05625
3.95,0.025,0,0,1,0.5,0,1,26.667,-5.7003e-10,-5.7003e-10,0.05625
3.975,0.025,0,0,1,0.5,0,1,26.667,-5.6998e-10,-5.6998e-10,0.05625
4,0.025,0,0,1,0.5,0,1,26.667,-5.7047e-10,-5.7047e-10,0.05625
4.025,0.025,0,0,1,0.5,0,1,26.667,-5.7069e-10,-5.7069e-10,0.05625
4.05,0.025,0,0,1,0.5,0,1,26.667,-5.7034e-10,-5.7034e-10,0.05625
4.075,0.025,0,0,1,0.5,0,1,26.667,-5.6943e-10,-5.6943e-10,0.05625
4.1,0.025,0,0,1,0.5,0,1,26.667,-5.6883e-10,-5.6883e-10,0.05625
4.125,0.025,0,0,1,0.5,0,1,26.667,-5.6825e-10,-5.6825e-10,0.05625
4.15,0.025,0,0,1,0.5,0,1,26.667,-5.6671e-10,-5.6671e-10,0.05625
4.175,0.025,0,0,1,0.5,0,1,26.667,-5.6544e-10,-5.6544e-10,0.05625
4.2,0.025,0,0,1,0.5,0,1,26.667,-5.6497e-10,-5.6497e-10,0.05625
4.225,0.025,0,0,1,0.5,0,1,26.667,-5.6423e-10,-5.6423e-10,0.05625
4.25,0.025,0,0,1,0.5,0,1,26.667,-5.6347e-10,-5.6347e-10,0.05625
4.275,0.025,0,0,1,0.5,0,1,26.667,-5.6314e-10,-5.6314e-10,0.05625
4.3,0.025,0,0,1,0.5,0,1,26.667,-5.6339e-10,-5.6339e-10,0.05625
4.325,0.025,0,0,1,0.5,0,1,26.667,-5.6406e-10,-5.6406e-10,0.05625
4.35,0.025,0,0,1,0.5,0,1,26.667,-5.6451e-10,-5.6451e-10,0.05625
4.375,0.025,0,0,1,0.5,0,1,26.667,-5.6435e-10,-5.6435e-10,0.05625
4.4,0.025,0,0,1,0.5,0,1,26.667,-5.6408e-10,-5.6408e-10,0.05625
4.425,0.025,0,0,1,0.5,0,1,26.667,-5.6402e-10,-5.6402e-10,0.05625
4.45,0.025,0,0,1,0.5,0,1,26.667,-5.6388e-10,-5.6388e-10,0.05625
4.475,0.025,0,0,1,0.5,0,1,26.667,-5.6399e-10,-5.6399e-10,0.05625
4.5,0.025,0,0,1,0.5,0,1,26.667,-5.6425e-10,-5.6425e-10,0.05625
4.525,0.025,0,0,1,0.5,0,1,26.667,-5.6368e-10,-5.6368e-10,0.05625
4.55,0.025,0,0,1,0.5,0,1,26.667,-5.6242e-10,-5.6242e-10,0.05625
4.575,0.025,0,0,1,0.5,0,1,26.667,-5.6169e-10,-5.6169e-10,0.05625
4.6,0.025,0,0,1,0.5,0,1,26.667,-5.6141e-10,-5.6141e-10,0.05625
4.625,0.025,0,0,1,0.5,0,1,26.667,-5.6203e-10,-5.6203e-10,0.05625
4.65,0.025,0,0,1,0.5,0,1,26.667,-5.6285e-10,-5.6285e-10,0.05625
4.675,0.025,0,0,1,0.5,0,1,26.667,-5.6213e-10,-5.6213e-10,0.05625
4.7,0.025,0,0,1,0.5,0,1,26.667,-5.6069e-10,-5.6069e-10,0.05625
4.725,0.025,0,0,1,0.5,0,1,26.667,-5.5954e-10,-5.5954e-10,0.05625
4.75,0.025,0,0,1,0.5,0,1,26.667,-5.5844e-10,-5.5844e-10,0.05625
4.775,0.025,0,0,1,0.5,0,1,26.667,-5.5755e-10,-5.5755e-10,0.05625
4.8,0.025,0,0,1,0.5,0,1,26.667,-5.5687e-10,-5.5687e-10,0.05625
4.825,0.025,0,0,1,0.5,0,1,26.667,-5.565e-10,-5.565e-10,0.05625
4.85,0.025,0,0,1,0.5,0,1,26.667,-5.5638e-10,-5.5638e-10,0.05625
4.875,0.025,0,0,1,0.5,0,1,26.667,-5.5562e-10,-5.5562e-10,0.05625
4.9,0.025,0,0,1,0.5,0,1,26.667,-5.5508e-10,-5.5508e-10,0.05625
4.925,0.025,0,0,1,0.5,0,1,26.667,-5.5525e-10,-5.5525e-10,0.05625
4.95,0.025,0,0,1,0.5,0,1,26.667,-5.5509e-10,-5.5509e-10,0.05625
4.975,0.025,0,0,1,0.5,0,1,26.667,-5.5465e-10,-5.5465e-10,0.05625
5,0.025,0,0,1,0.5,0,1,26.667,-5.5443e-10,-5.5443e-10,0.05625
0,0.05,0,0,1,0.5,0,1,26.667,-9.9717e-11,-9.9717e-11,0.05625
0.025,0.05,0,0,1,0.5,0,1,26.667,-1.1149e-10,-1.1149e-10,0.05625
0.05,0.05,0,0,1,0.5,0,1,26.667,-1.3656e-10,-1.3656e-10,0.05625
0.075,0.05,0,0,1,0.5,0,1,26.667,-1.6258e-10,-1.6258e-10,0.05625
0.1,0.05,0,0,1,0.5,0,1,26.667,-1.8702e-10,-1.8702e-10,0.05625
0.125,0.05,0,0,1,0.5,0,1,26.667,-2.0868e-10,-2.0868e-10,0.05625
0.15,0.05,0,0,1,0.5,0,1,26.667,-2.2815e-10,-2.2815e-10,0.05625
0.175,0.05,0,0,1,0.5,0,1,26.667,-2.4587e-10,-2.4587e-10,0.05625
0.2,0.05,0,0,1,0.5,0,1,26.667,-2.6103e-10,-2.6103e-10,0.05625
0.225,0.05,0,0,1,0.5,0,1,26.667,-2.7468e-10,-2.7468e-10,0.05625
0.25,0.05,0,0,1,0.5,0,1,26.667,-2.8724e-10,-2.8724e-10,0.05625
0.275,0.05,0,0,1,0.5,0,1,26.667,-2.984e-10,-2.984e-10,0.05625
0.3,0.05,0,0,1,0.5,0,1,26.667,-3.0858e-10,-3.0858e-10,0.05625
0.325,0.05,0,0,1,0.5,0,1,26.667,-3.1773e-10,-3.1773e-10,0.05625
0.35,0.05,0,0,1,0.5,0,1,26.667,-3.2631e-10,-3.2631e-10,0.05625
0.375,0.05,0,0,1,0.5,0,1,26.667,-3.3573e-10,-3.3573e-10,0.05625
0.4,0.05,0,0,1,0.5,0,1,26.667,-3.4552e-10,-3.4552e-10,0.05625
0.425,0.05,0,0,1,0.5,0,1,26.667,-3.5392e-10,-3.5392e-10,0.05625
0.45,0.05,0,0,1,0.5,0,1,26.667,-3.6137e-10,-3.6137e-10,0.05625
0.475,0.05,0,0,1,0.5,0,1,26.667,-3.6917e-10,-3.6917e-10,0.05625
0.5,0.05,0,0,1,0.5,0,1,26.667,-3.76e-10,-3.76e-10,0.05625
0.525,0.05,0,0,1,0.5,0,1,26.667,-3.8155e-10,-3.8155e-10,0.05625
0.55,0.05,0,0,1,0.5,0,1,26.667,-3.8733e-10,-3.8733e-10,0.05625
0.575,0.05,0,0,1,0.5,0,1,26.667,-3.9295e-10,-3.9295e-10,0.05625
0.6,0.05,0,0,1,0.5,0,1,26.667,-3.981e-10,-3.981e-10,0.05625
0.625,0.05,0,0,1,0.5,0,1,26.667,-4.0303e-10,-4.0303e-10,0.05625
0.65,0.05,0,0,1,0.5,0,1,26.667,-4.078e-10,-4.078e-10,0.05625
0.675,0.05,0,0,1,0.5,0,1,26.667,-4.1297e-10,-4.1297e-10,0.05625
0.7,0.05,0,0,1,0.5,0,1,26.667,-4.1785e-10,-4.1785e-10,0.05625
0.725,0.05,0,0,1,0.5,0,1,26.667,-4.224e-10,-4.224e-10,0.05625
0.75,0.05,0,0,1,0.5,0,1,26.667,-4.2738e-10,-4.2738e-10,0.05625
0.775,0.05,0,0,1,0.5,0,1,26.667,-4.3205e-10,-4.3205e-10,0.05625
0.8,0.05,0,0,1,0.5,0,1,26.667,-4.3629e-10,-4.3629e-10,0.05625
0.825,0.05,0,0,1,0.5,0,1,26.667,-4.4007e-10,-4.4007e-10,0.05625
0.85,0.05,0,0,1,0.5,0,1,26.667,-4.4358e-10,-4.4358e-10,0.05625
0.875,0.05,0,0,1,0.5,0,1,26.667,-4.4728e-10,-4.4728e-10,0.05625
0.9,0.05,0,0,1,0.5,0,1,26.667,-4.501e-10,-4.501e-10,0.05625
0.925,0.05,0,0,1,0.5,0,1,26.667,-4.5174e-10,-4.5174e-10,0.05625
0.95,0.05,0,0,1,0.5,0,1,26.667,-4.5336e-10,-4.5336e-10,0.05625
0.975,0.05,0,0,1,0.5,0,1,26.667,-4.5581e-10,-4.5581e-10,0.05625
1,0.05,0,0,1,0.5,0,1,26.667,-4.5851e-10,-4.5851e-10,0.05625
1.025,0.05,0,0,1,0.5,0,1,26.667,-4.6116e-10,-4.6116e-10,0.05625
1.05,0.05,0,0,1,0.5,0,1,26.667,-4.6383e-10,-4.6383e-10,0.05625
1.075,0.05,0,0,1,0.5,0,1,26.667,-4.6621e-10,-4.6621e-10,0.05625
1.1,0.05,0,0,1,0.5,0,1,26.667,-4.6867e-10,-4.6867e-10,0.05625
1.125,0.05,0,0,1,0.5,0,1,26.667,-4.7128e-10,-4.7128e-10,0.05625
1.15,0.05,0,0,1,0.5,0,1,26.667,-4.738e-10,-4.738e-10,0.05625
1.175,0.05,0,0,1,0.5,0,1,26.667,-4.7577e-10,-4.7577e-10,0.05625
1.2,0.05,0,0,1,0.5,0,1,26.667,-4.7739e-10,-4.7739e-10,0.05625
1.225,0.05,0,0,1,0.5,0,1,26.667,-4.8002e-10,-4.8002e-10,0.05625
1.25,0.05,0,0,1,0.5,0,1,26.667,-4.8299e-10,-4.8299e-10,0.05625
1.275,0.05,0,0,1,0.5,0,1,26.667,-4.8527e-10,-4.8527e-10,0.05625
1.3,0.05,0,0,1,0.5,0,1,26.667,-4.8753e-10,-4.8753e-10,0.05625
1.325,0.05,0,0,1,0.5,0,1,26.667,-4.8906e-10,-4.8906e-10,0.05625
1.35,0.05,0,0,1,0.5,0,1,26.667,-4.9041e-10,-4.9041e-10,0.05625
1.375,0.05,0,0,1,0.5,0,1,26.667,-4.9233e-10,-4.9233e-10,0.05625
1.4,0.05,0,0,1,0.5,0,1,26.667,-4.9445e-10,-4.9445e-10,0.05625
1.425,0.05,0,0,1,0.5,0,1,26.667,-4.9707e-10,-4.9707e-10,0.05625
1.45,0.05,0,0,1,0.5,0,1,26.667,-4.9976e-10,-4.9976e-10,0.05625
1.475,0.05,0,0,1,0.5,0,1,26.667,-5.0189e-10,-5.0189e-10,0.05625
1.5,0.05,0,0,1,0.5,0,1,26.667,-5.0358e-10,-5.0358e-10,0.05625
1.525,0.05,0,0,1,0.5,0,1,26.667,-5.0498e-10,-5.0498e-10,0.05625
1.55,0.05,0,0,1,0.5,0,1,26.667,-5.065e-10,-5.065e-10,0.05625
1.575,0.05,0,0,1,0.5,0,1,26.667,-5.0866e-10,-5.0866e-10,0.05625
1.6,0.05,0,0,1,0.5,0,1,26.667,-5.1058e-10,-5.1058e-10,0.05625
1.625,0.05,0,0,1,0.5,0,1,26.667,-5.1255e-10,-5.1255e-10,0.05625
1.65,0.05,0,0,1,0.5,0,1,26.667,-5.1441e-10,-5.1441e-10,0.05625
1.675,0.05,0,0,1,0.5,0,1,26.667,-5.1579e-10,-5.1579e-10,0.05625
1.7,0.05,0,0,1,0.5,0,1,26.667,-5.175e-10,-5.175e-10,0.05625
1.725,0.05,0,0,1,0.5,0,1,26.667,-5.1958e-10,-5.1958e-10,0.05625
1.75,0.05,0,0,1,0.5,0,1,26.667,-5.2189e-10,-5.2189e-10,0.05625
1.775,0.05,0,0,1,0.5,0,1,26.667,-5.2374e-10,-5.2374e-10,0.05625
1.8,0.05,0,0,1,0.5,0,1,26.667,-5.2531e-10,-5.2531e-10,0.05625
1.825,0.05,0,0,1,0.5,0,1,26.667,-5.2719e-10,-5.2719e-10,0.05625
1.85,0.05,0,0,1,0.5,0,1,26.667,-5.2983e-10,-5.2983e-10,0.05625
1.875,0.05,0,0,1,0.5,0,1,26.667,-5.3193e-10,-5.3193e-10,0.05625
1.9,0.05,0,0,1,0.5,0,1,26.667,-5.3337e-10,-5.3337e-10,0.05625
1.925,0.05,0,0,1,0.5,0,1,26.667,-5.3504e-10,-5.3504e-10,0.05625
1.95,0.05,0,0,1,0.5,0,1,26.667,-5.3648e-10,-5.3648e-10,0.05625
1.975,0.05,0,0,1,0.5,0,1,26.667,-5.3805e-10,-5.3805e-10,0.05625
2,0.05,0,0,1,0.5,0,1,26.667,-5.3971e-10,-5.3971e-10,0.05625
2.025,0.05,0,0,1,0.5,0,1,26.667,-5.4049e-10,-5.4049e-10,0.05625
2.05,0.05,0,0,1,0.5,0,1,26.667,-5.4077e-10,-5.4077e-10,0.05625
2.075,0.05,0,0,1,0.5,0,1,26.667,-5.4086e-10,-5.4086e-10,0.05625
2.1,0.05,0,0,1,0.5,0,1,26.667,-5.4176e-10,-5.4176e-10,0.05625
2.125,0.05,0,0,1,0.5,0,1,26.667,-5.4322e-10,-5.4322e-10,0.05625
2.15,0.05,0,0,1,0.5,0,1,26.667,-5.4448e-10,-5.4448e-10,0.05625
2.175,0.05,0,0,1,0.5,0,1,26.667,-5.4638e-10,-5.4638e-10,0.05625
2.2,0.05,0,0,1,0.5,0,1,26.667,-5.4773e-10,-5.4773e-10,0.05625
2.225,0.05,0,0,1,0.5,0,1,26.667,-5.4871e-10,-5.4871e-10,0.05625
2.25,0.05,0,0,1,0.5,0,1,26.667,-5.4987e-10,-5.4987e-10,0.05625
2.275,0.05,0,0,1,0.5,0,1,26.667,-5.5107e-10,-5.5107e-10,0.05625
2.3,0.05,0,0,1,0.5,0,1,26.667,-5.5235e-10,-5.5235e-10,0.05625
2.325,0.05,0,0,1,0.5,0,1,26.667,-5.5318e-10,-5.5318e-10,0.05625
2.35,0.05,0,0,1,0.5,0,1,26.667,-5.5459e-10,-5.5459e-10,0.05625
2.375,0.05,0,0,1,0.5,0,1,26.667,-5.5617e-10,-5.5617e-10,0.05625
2.4,0.05,0,0,1,0.5,0,1,26.667,-5.5704e-10,-5.5704e-10,0.05625
2.425,0.05,0,0,1,0.5,0,1,26.667,-5.5814e-10,-5.5814e-10,0.05625
2.45,0.05,0,0,1,0.5,0,1,26.667,-5.5904e-10,-5.5904e-10,0.05625
2.475,0.05,0,0,1,0.5,0,1,26.667,-5.5981e-10,-5.5981e-10,0.05625
2.5,0.05,0,0,1,0.5,0,1,26.667,-5.6088e-10,-5.6088e-10,0.05625
2.525,0.05,0,0,1,0.5,0,1,26.667,-5.6112e-10,-5.6112e-10,0.05625
2.55,0.05,0,0,1,0.5,0,1,26.667,-5.608e-10,-5.608e-10,0.05625
2.575,0.05,0,0,1,0.5,0,1,26.667,-5.6086e-10,-5.6086e-10,0.05625
2.6,0.05,0,0,1,0.5,0,1,26.667,-5.617e-10,-5.617e-10,0.05625
2.625,0.05,0,0,1,0.5,0,1,26.667,-5.6301e-10,-5.6301e-10,0.05625
2.65,0.05,0,0,1,0.5,0,1,26.667,-5.6427e-10,-5.6427e-10,0.05625
2.675,0.05,0,0,1,0.5,0,1,26.667,-5.6561e-10,-5.6561e-10,0.05625
2.7,0.05,0,0,1,0.5,0,1,26.667,-5.6617e-10,-5.6617e-10,0.05625
2.725,0.05,0,0,1,0.5,0,1,26.667,-5.6624e-10,-5.6624e-10,0.05625
2.75,0.05,0,0,1,0.5,0,1,26.667,-5.6726e-10,-5.6726e-10,0.05625
2.775,0.05,0,0,1,0.5,0,1,26.667,-5.6879e-10,-5.6879e-10,0.05625
2.8,0.05,0,0,1,0.5,0,1,26.667,-5.6952e-10,-5.6952e-10,0.05625
2.825,0.05,0,0,1,0.5,0,1,26.667,-5.7006e-10,-5.7006e-10,0.05625
2.85,0.05,0,0,1,0.5,0,1,26.667,-5.7098e-10,-5.7098e-10,0.05625
2.875,0.05,0,0,1,0.5,0,1,26.667,-5.7204e-10,-5.7204e-10,0.05625
2.9,0.05,0,0,1,0.5,0,1,26.667,-5.7293e-10,-5.7293e-10,0.05625
2.925,0.05,0,0,1,0.5,0,1,26.667,-5.7372e-10,-5.7372e-10,0.05625
2.95,0.05,0,0,1,0.5,0,1,26.667,-5.7424e-10,-5.7424e-10,0.05625
2.975,0.05,0,0,1,0.5,0,1,26.667,-5.745e-10,-5.745e-10,0.05625
3,0.05,0,0,1,0.5,0,1,26.667,-5.7496e-10,-5.7496e-10,0.05625
3.025,0.05,0,0,1,0.5,0,1,26.667,-5.7477e-10,-5.7477e-10,0.05625
3.05,0.05,0,0,1,0.5,0,1,26.667,-5.742e-10,-5.742e-10,0.05625
3.075,0.05,0,0,1,0.5,0,1,26.667,-5.742e-10,-5.742e-10,0.05625
3.1,0.05,0,0,1,0.5,0,1,26.667,-5.738e-10,-5.738e-10,0.05625
3.125,0.05,0,0,1,0.5,0,1,26.667,-5.734e-10,-5.734e-10,0.05625
3.15,0.05,0,0,1,0.5,0,1,26.667,-5.7344e-10,-5.7344e-10,0.05625
3.175,0.05,0,0,1,0.5,0,1,26.667,-5.7325e-10,-5.7325e-10,0.05625
3.2,0.05,0,0,1,0.5,0,1,26.667,-5.7265e-10,-5.7265e-10,0.05625
3.225,0.05,0,0,1,0.5,0,1,26.667,-5.7167e-10,-5.7167e-10,0.05625
3.25,0.05,0,0,1,0.5,0,1,26.667,-5.7116e-10,-5.7116e-10,0.05625
3.275,0.05,0,0,1,0.5,0,1,26.667,-5.7103e-10,-5.7103e-10,0.05625
3.3,0.05,0,0,1,0.5,0,1,26.667,-5.7061e-10,-5.7061e-10,0.05625
3.325,0.05,0,0,1,0.5,0,1,26.667,-5.7033e-10,-5.7033e-10,0.05625
3.35,0.05,0,0,1,0.5,0,1,26.667,-5.706e-10,-5.706e-10,0.05625
3.375,0.05,0,0,1,0.5,0,1,26.667,-5.7048e-10,-5.7048e-10,0.05625
3.4,0.05,0,0,1,0.5,0,1,26.667,-5.6998e-10,-5.6998e-10,0.05625
3.425,0.05,0,0,1,0.5,0,1,26.667,-5.6967e-10,-5.6967e-10,0.05625
3.45,0.05,0,0,1,0.5,0,1,26.667,-5.6965e-10,-5.6965e-10,0.05625
3.475,0.05,0,0,1,0.5,0,1,26.667,-5.7038e-10,-5.7038e-10,0.05625
3.5,0.05,0,0,1,0.5,0,1,26.667,-5.7124e-10,-5.7124e-10,0.05625
3.525,0.05,0,0,1,0.5,0,1,26.667,-5.7133e-10,-5.7133e-10,0.05625
3.55,0.05,0,0,1,0.5,0,1,26.667,-5.7067e-10,-5.7067e-10,0.05625
3.575,0.05,0,0,1,0.5,0,1,26.667,-5.6996e-10,-5.6996e-10,0.05625
3.6,0.05,0,0,1,0.5,0,1,26.667,-5.6995e-10,-5.6995e-10,0.05625
3.625,0.05,0,0,1,0.5,0,1,26.667,-5.7012e-10,-5.7012e-10,0.05625
3.65,0.05,0,0,1,0.5,0,1,26.667,-5.6951e-10,-5.6951e-10,0.05625
3.675,0.05,0,0,1,0.5,0,1,26.667,-5.6942e-10,-5.6942e-10,0.05625
3.7,0.05,0,0,1,0.5,0,1,26.667,-5.7045e-10,-5.7045e-10,0.05625
3.725,0.05,0,0,1,0.5,0,1,26.667,-5.7159e-10,-5.7159e-10,0.05625
3.75,0.05,0,0,1,0.5,0,1,26.667,-5.7218e-10,-5.7218e-10,0.05625
3.775,0.05,0,0,1,0.5,0,1,26.667,-5.7195e-10,-5.7195e-10,0.05625
3.8,0.05,0,0,1,0.5,0,1,26.667,-5.7206e-10,-5.7206e-10,0.05625
3.825,0.05,0,0,1,0.5,0,1,26.667,-5.7236e-10,-5.7236e-10,0.05625
3.85,0.05,0,0,1,0.5,0,1,26.667,-5.7169e-10,-5.7169e-10,0.05625
3.875,0.05,0,0,1,0.5,0,1,26.667,-5.7041e-10,-5.7041e-10,0.05625
3.9,0.05,0,0,1,0.5,0,1,26.667,-5.6938e-10,-5.6938e-10,0.05625
3.925,0.05,0,0,1,0.5,0,1,26.667,-5.6916e-10,-5.6916e-10,0.05625
3.95,0.05,0,0,1,0.5,0,1,26.667,-5.6912e-10,-5.6912e-10,0.05625
3.975,0.05,0,0,1,0.5,0,1,26.667,-5.6901e-10,-5.6901e-10,0.05625
4,0.05,0,0,1,0.5,0,1,26.667,-5.6948e-10,-5.6948e-10,0.05625
4.025,0.05,0,0,1,0.5,0,1,26.667,-5.7002e-10,-5.7002e-10,0.05625
4.05,0.05,0,0,1,0.5,0,1,26.667,-5.6972e-10,-5.6972e-10,0.05625
4.075,0.05,0,0,1,0.5,0,1,26.667,-5.6869e-10,-5.6869e-10,0.05625
4.1,0.05,0,0,1,0.5,0,1,26.667,-5.681e-10,-5.681e-10,0.05625
4.125,0.05,0,0,1,0.5,0,1,26.667,-5.6742e-10,-5.6742e-10,0.05625
4.15,0.05,0,0,1,0.5,0,1,26.667,-5.6603e-10,-5.6603e-10,0.05625
4.175,0.05,0,0,1,0.5,0,1,26.667,-5.6509e-10,-5.6509e-10,0.05625
4.2,0.05,0,0,1,0.5,0,1,26.667,-5.6454e-10,-5.6454e-10,0.05625
4.225,0.05,0,0,1,0.5,0,1,26.667,-5.6382e-10,-5.6382e-10,0.05625
4.25,0.05,0,0,1,0.5,0,1,26.667,-5.632e-10,-5.632e-10,0.05625
4.275,0.05,0,0,1,0.5,0,1,26.667,-5.6311e-10,-5.6311e-10,0.05625
4.3,0.05,0,0,1,0.5,0,1,26.667,-5.634e-10,-5.634e-10,0.05625
4.325,0.05,0,0,1,0.5,0,1,26.667,-5.6349e-10,-5.6349e-10,0.05625
4.35,0.05,0,0,1,0.5,0,1,26.667,-5.6388e-10,-5.6388e-10,0.05625
4.375,0.05,0,0,1,0.5,0,1,26.667,-5.64e-10,-5.64e-10,0.05625
4.4,0.05,0,0,1,0.5,0,1,26.667,-5.6377e-10,-5.6377e-10,0.05625
4.425,0.05,0,0,1,0.5,0,1,26.667,-5.6375e-10,-5.6375e-10,0.05625
